image_path,source,ground_truth,trocr_raw,trocr_lexicon,cer_raw,cer_lexicon
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones2351628_page_1.jpg,porcones2351628,"POR
DOÑA CATALINA DE 
Laçarraga y Zarate, viuda de Marco
Antonio de Caycedo, y el señor
Fiscal.
C O N
Don Antonio del Barco y Recalde,
Cavallero de la Orden de 
Santiago.

Pretende doña Catalina, que don An-
tonio ha de ser condenado a q avien
dosele quitado el habito, e insignias
de la Orden, sea entregado a la justi-", que. que. que. que. que. que. que. que. que. que. que. que. que. que. que...... que....... que....... que.. que........ que......... que.......... que.............. que............ que...............,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.9108527131782945,0.875968992248062
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones2351628_page_2.jpg,porcones2351628,"- left
ca de Caycedo su hija, donzella noble y honesta, a 
que concedielle en su voluntad, y para esto, y violar su
castidad, aver quebrantado su casa, siendo de muy luci-
da nobleza y calidad, entrando en ella denoche a des-
hora con llaves falsas, y otras vezes por las ventanas, y
texados, y otras sacandola de su casa, y llevandola a o-
", que. que. que. que. que. que. que. que. que. que. que. que. que. que... que..... que...... que........ que. que. que. que.. que.. que.... que.... que..... que..... que..... que.... que. que. que. que. que. que. que. que. que. que. que. que. que.. que...,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8768115942028986,0.8731884057971014
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones228381646_page_2.jpg,porcones228381646,"ticia de esta parte en ajuitar con certeza, y claridad
el hecho verdadero de este negocio, que consiste
en que Iacinto Gomez Pimentel fue preso el mes
de Agosto del año passado de 1643. por querella,
que de él dio doña Leonor Rauasco, por dezirla
auia estrupado, y queriendole prender vnos Algua
ziles de esta Corte, les hizo resistencia, y so", que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.... que.... que.... que..... que........ que........... que................... que...................... que..............,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.872791519434629,0.8621908127208481
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones74861650_page_2.jpg,porcones74861650,"Artículo primero 
3. Aunque es regular en estos delitos venéreos la
prueba por presunciones, ex responso Pontifi-
cis in cap. literis 12. de presumpt. … incap. Proterea de
testib us cum notatis ibidem per Canonitas, …Bart in
1.2…num.3.ff.ad l Iul de adult. Está sin embargo
la adultera tan convencida de su delito, que más se pue
de decir (", que. que. que. que. que. que. que. que. que. que.. que. que. que.. que...... que...... que....... que......... que................. que................... que.............................,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8790035587188612,0.8576512455516014
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/buendiainstruccion_page_2.jpg,buendiainstruccion,"Al
INFINITAMENTE AMABLE
NIÑO JESUS.
A Vos, Dulcissimo Niño
JESUS, que no solo os
dignasteis de llamaros
Doctor de los Niños, 
sino también de assis-
tir como Niño entre los Doctores, 
se consagra humilde esta pequeña
Instrucción de los Niños. Es assi, 
que ella también se dirige a la ju-
ventud;", que. que. que. que. que. que. que. queos. que. que. que.. que..... que...... que.. que...... que......... que............. que................ que.... que................... que..............,que. que. que. que. que. que. que. queda que. que. que. que. que. que. que. que. que. que. que. que. que.,0.9176954732510288,0.8765432098765432
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones228381646_page_5.jpg,porcones228381646,"14	Otra carta de pago otorgada ante el dicho
Escriuano, en 19. de Enero de 1640. por Iacinto
Gomez, en que confiessa auer recibido de su padre 9?
333. reales, que le tocan, como a vno de tres here-
deros de doña Beatriz de Silua su madre de su par-
te, de la dote que lleuó al matrimonio. Y ratifica
las dos cartas de pago", que. que. que. que. que. que. que. que. que. que. que. que.. que..... que....... que......... que............... que. que............ que. que...... que........... que......... que........... que....,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.875968992248062,0.8527131782945736
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/covarrubiastesorolengua_page_8.jpg,covarrubiastesorolengua,"CARTA DE EL
LICENCIADO DON BALTASAR
SEBASTIAN NAVARRO DE ARROYTA, COLEGIAL DEL
Colegio de San Salvador de Oviedo, el mayor de Salamanca, Sacristan
mayor, y Canonigo de la santa Catedral Iglesia
de la Ciudad de Teruel, al Autor
deste libro. 
QUANDO En Madrid bese a v. m. las manos, demas del contento que siempre recibo
de hazerlo", que. que. que. que. que. que. que. que. que. que. que... que. que..... que....... que......... que....... que............................ que........................................,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.9413919413919414,0.9084249084249084
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones228381646_page_3.jpg,porcones228381646,"der seis mil ducados, que auian tocado a su hijo Ia-
cinto Gomez por su legitima materna: y para que
dello constasse pidio compulsorio, para que Anto
nio Cadenas Escriuano de Prouincia, le diesse vn
testimonio de la particion, que se auia hecho de
los bienes de doña Beatriz de Silua, entre Atonio
Gomez Pimentel, y sus hijos.

6	Por testimonio", que. que. que. que. que. que. que. que. que. que. que.. que. que. que. que...... que..... que...... que........ que............ que................. que.... que.................... que............,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8904593639575972,0.8657243816254417
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/covarrubiastesorolengua_page_7.jpg,covarrubiastesorolengua,"CENSURA DE
PEDRO DE VALENCIA CORONISTA
General de el Rey nuestro
Señor. 
POr mandado del Consejo Supremo de Castilla, he visto el libro in-
titulado, Tesoro de la lengua Castellana, que compuso el Licen-
ciado Don Sebastian de Covarruvias y Orozco, Canonigo, y Maesses-
cuela de la Iglesia de Cuenca, Consultor de el Santo Oficio de la", que. que. que. que. que. que. que. que. que. que. que. que. que.. que.... que........ que........ que. que..... que. que... que..... que...... que....... que....... que........... que............. que........,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8920863309352518,0.8597122302158273
/kaggle/input/datasets/arnavtripathi01/renaissance-dataset/cropped_images/porcones228381646_page_4.jpg,porcones228381646,"cobraren, se ayan de partir entre todos.

10	Antonio Gomez Oimentel, respondió, que
se auia de declarar no auer lugar la pretensió de do
ña Leonor Rauasco, porque el tenia pagado a
su hijo todo lo que montaua su legitima materna,
y mucha cantidad mas. Y que tenia pretension en
el juizio de particion, se le auian de hazer buenos
seis mil duc", que. que. que. que. que. que. que. que. que. que. que. que. que. que.. que... que... que..... que.... que........ que.......... que................. que.................... que....................,que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que. que.,0.8673835125448028,0.8566308243727598
